331,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,BRUCAP 25 MG C/30 TAB,7501385491467,7501537102142,1.00,,,,,,,,,,,,,,,,,,
332,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,MIOCAP TABLETAS CAPTORIL,7501385491467,7501672690382,1.00,,,,,,,,,,,,,,,,,,
333,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,BIODEZIL TAB 25MG C/30 (Captopril),7501385491467,7501563310146,1.00,,,,,,,,,,,,,,,,,,
334,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,CAPTOPRIL 25MG C/30 TBS,7501385491467,7502216804678,1.00,,,,,,,,,,,,,,,,,,
335,PEBANIC CAJA CON 20 TABLETAS 400 MG,PEBANIC CAJA CON 20 TABLETAS 400 MG,656599041360,656599041360,1.00,,,,,,,,,,,,,,,,,,
336,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,7501384541163,7501384541163,1.00,,,,,,,,,,,,,,,,,,
337,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,CARPIN CAJA CON 20 TABLETAS 200 MG,7501384541163,7501075710724,1.00,,,,,,,,,,,,,,,,,,
338,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,CARBAMAZEPINA 200MG C/20 TAB,7501384541163,75014780,1.00,,,,,,,,,,,,,,,,,,
339,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,CARBAZINA 200MG C/20 TAB,7501384541163,7501384504304,1.00,,,,,,,,,,,,,,,,,,
340,TEGRETOL LC CAJA CON 20 TABLETAS 400MG ,TEGRETOL LC CAJA CON 20 TABLETAS 400MG ,7501094910556,7501094910556,1.00,,,,,,,,,,,,,,,,,,
341,TEGRETOL LC CAJA CON 30 TABLETAS 200 MG ,TEGRETOL LC CAJA CON 30 TABLETAS 200 MG ,7501094915667,7501094915667,1.00,,,,,,,,,,,,,,,,,,
342,CARPIN FRASCO SUSPENSION 120 ML 100 MG/5ML,CARPIN FRASCO SUSPENSION 120 ML 100 MG/5ML,7501075717884,7501075717884,1.00,,,,,,,,,,,,,,,,,,
343,CARPIN FRASCO SUSPENSION 120 ML 100 MG/5ML,CARBAMAZEPINA SUSP 2G/100M,7501075717884,7501384543976,1.00,,,,,,,,,,,,,,,,,,
344,DERMOPLAST FRASCO CREMA 100 G 20 G / 100 G,DERMOPLAST FRASCO CREMA 100 G 20 G / 100 G,7501273500073,7501273500073,1.00,,,,,,,,,,,,,,,,,,
345,DERMOPLAST FRASCO CREMA 100 G 20 G / 100 G,DERMOPLAST 30 CRA 100G                  ,7501273500073,7501273500387,1.00,,,,,,,,,,,,,,,,,,
346,CALTRATE 600+D FRASCO 60 TABLETAS 600 MG/400 UI,CALTRATE 600+D FRASCO 60 TABLETAS 600 MG/400 UI,300055501638,300055501638,1.00,,,,,,,,,,,,,,,,,,
347,CALTRATE 600+D FRASCO 60 TABLETAS 600 MG/400 UI,CALTRATE 600+D FRASCO 30 TAB 600 MG/400 UI,300055501638,300055501331,0.50,,,,,,,,,,,,,,,,,,
348,CEFLACID CAJA CON 15 CAPSULAS 500 MG,CEFLACID CAJA CON 15 CAPSULAS 500 MG,780083142377,780083142377,1.00,,,,,,,,,,,,,,,,,,
349,CEFLACID CAJA CON 15 CAPSULAS 500 MG,FASICLOR CAP 500MG C/15 (Cefaclor),780083142377,7502009741425,1.00,,,,,,,,,,,,,,,,,,
350,CEFLACID CAJA CON 15 CAPSULAS 500 MG,TECNOCLOR 500MG C/15 CAPSULAS,780083142377,7501471889598,1.00,,,,,,,,,,,,,,,,,,
351,CEFLACID CAJA CON 15 CAPSULAS 500 MG,BIXELOR-C 15 CAPS 500MG     *A,780083142377,7502208893697,1.00,,,,,,,,,,,,,,,,,,
352,FASICLOR FRASCO SUSPENSION 75 ML 125 MG,FASICLOR FRASCO SUSPENSION 75 ML 125 MG,7502009741043,7502009741043,1.00,,,,,,,,,,,,,,,,,,
353,FASICLOR FRASCO SUSPENSION 75 ML 250 MG,FASICLOR FRASCO SUSPENSION 75 ML 250 MG,7502009741050,7502009741050,1.00,,,,,,,,,,,,,,,,,,
354,CEFALVER CAJA CON 20 CAPSULAS 500 MG,CEFALVER CAJA CON 20 CAPSULAS 500 MG,7502009740480,7502009740480,1.00,,,,,,,,,,,,,,,,,,
355,FACELIT FRASCO SUSPENSION 100ML 250MG/5 ML,FACELIT FRASCO SUSPENSION 100ML 250MG/5 ML,780083141653,780083141653,1.00,,,,,,,,,,,,,,,,,,
356,FACELIT FRASCO SUSPENSION 100ML 250MG/5 ML,NIXELAF-C FRASCO SUSPENSION 100ML 250MG/5 ML,780083141653,7502208892324,1.00,,,,,,,,,,,,,,,,,,
357,FACELIT FRASCO SUSPENSION 100ML 250MG/5 ML,CEFALVER SUSP.250 MG.90 ML. (Cefalexina),780083141653,7503000422627,1.00,,,,,,,,,,,,,,,,,,
358,CEFALVER FRASCO SUSPENSION 125MG/5ML 90 ML,CEFALVER FRASCO SUSPENSION 125MG/5ML 90 ML,7503000422610,7503000422610,1.00,,,,,,,,,,,,,,,,,,
359,DENVAR CAJA CON 6 CAPSULAS 400 MG,DENVAR CAJA CON 6 CAPSULAS 400 MG,7501298214375,7501298214375,1.00,,,,,,,,,,,,,,,,,,
360,DENVAR CAJA CON 6 CAPSULAS 400 MG,BIOMICS CAJA CON 6 CAPSULAS 400 MG,7501298214375,7501314701322,1.00,,,,,,,,,,,,,,,,,,
361,DENVAR FRASCO SUSPENSION  100MG/5 ML 50 ML,DENVAR FRASCO SUSPENSION  100MG/5 ML 50 ML,7501298216508,7501298216508,1.00,,,,,,,,,,,,,,,,,,
362,DENVAR FRASCO SUSPENSION  100MG/5 ML 50 ML,BIOMICS FRASCO SUSPENSION  100MG/5 ML 100 ML,7501298216508,7501314701360,1.00,,,,,,,,,,,,,,,,,,
363,DENVAR FRASCO SUSPENSION  100MG/5 ML 50 ML,BENEVENTOL 100 MG SUS 50 ML (Cefixima),7501298216508,7502009745737,1.00,,,,,,,,,,,,,,,,,,
364,FOT-AMSA CAJA CON FRASCO AMPULA IM 1 G DILUYENTE 40MG/4ML,FOT-AMSA CAJA CON FRASCO AMPULA IM 1 G DILUYENTE 40MG/4ML,7501349012158,7501349012158,1.00,,,,,,,,,,,,,,,,,,
365,FOT-AMSA CAJA CON FRASCO AMPULA IM 1 G DILUYENTE 40MG/4ML,CEFOTAXIMA INY 1GR I.M C/1,7501349012158,7501349022157,1.00,,,,,,,,,,,,,,,,,,
366,FOT-AMSA CAJA CON FRASCO AMPULA IM 1 G DILUYENTE 40MG/4ML,G CEFOTAXIMA 1G IM 4 ML,7501349012158,7501349022515,1.00,,,,,,,,,,,,,,,,,,
367,CEFTAZIDIMA AMSA FRASCO AMPULA 1G 3ML,CEFTAZIDIMA AMSA FRASCO AMPULA 1G 3ML,7501349022539,7501349022539,1.00,,,,,,,,,,,,,,,,,,
368,CEFTAZIDIMA AMSA FRASCO AMPULA 1G 3ML,CEFTAZIDIMA 1G AMSA SOL INY 3ML,7501349022539,7501349022799,1.00,,,,,,,,,,,,,,,,,,
369,TRIXONA I.M. CAJA CON 1 FRASCO AMPULA IM 1 G DISOLVENTE >= 3.5ML,TRIXONA I.M. CAJA CON 1 FRASCO AMPULA IM 1 G DISOLVENTE >= 3.5ML,7502208891228,7502208891228,1.00,,,,,,,,,,,,,,,,,,
370,NAGAXY CAJA CON 10 TABLETAS 500 MG,NAGAXY CAJA CON 10 TABLETAS 500 MG,7501188802781,7501188802781,1.00,,,,,,,,,,,,,,,,,,
371,NAGAXY CAJA CON 10 TABLETAS 500 MG,CEFURACET CAJA CON 10 TABLETAS 500 MG,7501188802781,7501300409034,1.00,,,,,,,,,,,,,,,,,,
372,NAGAXY CAJA CON 10 TABLETAS 500 MG,CEFAGEN 500MG C/10 TAB. (Cefuroxima),7501188802781,7502009745126,1.00,,,,,,,,,,,,,,,,,,
373,CEFAGEN FRASCO SUSPENSION 50 ML 125 MG,CEFAGEN FRASCO SUSPENSION 50 ML 125 MG,7502009741302,7502009741302,1.00,,,,,,,,,,,,,,,,,,
374,CEFAGEN FRASCO SUSPENSION 50 ML 250MG,CEFAGEN FRASCO SUSPENSION 50 ML 250MG,7502009741296,7502009741296,1.00,,,,,,,,,,,,,,,,,,
375,CEFUROXIMA AMSA FRASCO AMPULA 750 MG,CEFUROXIMA AMSA FRASCO AMPULA 750 MG,7501349021457,7501349021457,1.00,,,,,,,,,,,,,,,,,,
376,CEFUROXIMA AMSA FRASCO AMPULA 750 MG,CEFUROXIMA INY 750 MG,7501349021457,7501361680243,1.00,,,,,,,,,,,,,,,,,,
377,CELEBREX CAJA CON 10 CAPSULAS 200 MG,CELEBREX CAJA CON 10 CAPSULAS 200 MG,7501287624505,7501287624505,1.00,,,,,,,,,,,,,,,,,,
378,CELEBREX CAJA CON 10 CAPSULAS 200 MG,CELEBREX 200MG CAP C20,7501287624505,7501287624512,2.00,,,,,,,,,,,,,,,,,,
379,MADECASSOL-C CAJA CON 12 OVULOS 15/300/6 MG,MADECASSOL-C CAJA CON 12 OVULOS 15/300/6 MG,7501328976051,7501328976051,1.00,,,,,,,,,,,,,,,,,,
380,MADECASSOL-C CAJA CON 12 OVULOS 15/300/6 MG,CENTRASSOL C CAJA CON 12 OVULOS 15/300/6 MG,7501328976051,7502211788843,1.00,,,,,,,,,,,,,,,,,,
381,CIMZIA JERINGA PRELLENADA 200 MG/ML (2PFS) DE 1 ML,CIMZIA JERINGA PRELLENADA 200 MG/ML (2PFS) DE 1 ML,7501088507465,7501088507465,1.00,,,,,,,,,,,,,,,,,,
382,RAAMCINET CAJA CON 10 TABLETAS 10 MG,RAAMCINET CAJA CON 10 TABLETAS 10 MG,7502227872123,7502227872123,1.00,,,,,,,,,,,,,,,,,,
383,VISERTRAL FRASCO SOLUCION 50 ML 100 MG,VISERTRAL FRASCO SOLUCION 50 ML 100 MG,7501258205870,7501258205870,1.00,,,,,,,,,,,,,,,,,,
384,VISERTRAL FRASCO SOLUCION 50 ML 100 MG,RETIRIX 100MG/100ML FCO 50ML,7501258205870,7501573906346,1.00,,,,,,,,,,,,,,,,,,
385,VISERTRAL FRASCO SOLUCION 50 ML 100 MG,MISEDA SOL 50 ML,7501258205870,7501188802408,1.00,,,,,,,,,,,,,,,,,,
386,"TIAMINAL B12 50,000 CAJA CON FRASCO AMPULA 10 ML 5,000MCG /100MG / 1MG /1ML 50,000 UI/ 5 JERINGAS 3ML","TIAMINAL B12 50,000 CAJA CON FRASCO AMPULA 10 ML 5,000MCG /100MG / 1MG /1ML 50,000 UI/ 5 JERINGAS 3ML",7501101623769,7501101623769,1.00,,,,,,,,,,,,,,,,,,
387,ALVESCO FRASCO PRESURISADO (1.69 MG) 60 DOSIS (100 MCG) ,ALVESCO FRASCO PRESURISADO (1.69 MG) 60 DOSIS (100 MCG) ,7501092776642,7501092776642,1.00,,,,,,,,,,,,,,,,,,
388,ALVESCO FRASCO PRESURISADO (3.37 MG) 60 DOSIS (200 MCG) ,ALVESCO FRASCO PRESURISADO (3.37 MG) 60 DOSIS (200 MCG) ,7501092776659,7501092776659,1.00,,,,,,,,,,,,,,,,,,
389,GENOXAL CAJA CON 50 GRAGEAS 50 MG,GENOXAL CAJA CON 50 GRAGEAS 50 MG,786759510983,786759510983,1.00,,,,,,,,,,,,,,,,,,
390,REFRACTYL FRASCO SOLUCION GOTAS OFTALMICAS 5 ML 1%,REFRACTYL FRASCO SOLUCION GOTAS OFTALMICAS 5 ML 1%,736085180503,736085180503,1.00,,,,,,,,,,,,,,,,,,
391,LOPROX FRASCO SOLUCION 3 ML 8%  ,LOPROX FRASCO SOLUCION 3 ML 8%  ,7501165001619,7501165001619,1.00,,,,,,,,,,,,,,,,,,
392,SANDIMMUN NEORAL CAJA CON 50 CAPSULAS 100 MG,SANDIMMUN NEORAL CAJA CON 50 CAPSULAS 100 MG,7501124854416,7501124854416,1.00,,,,,,,,,,,,,,,,,,
393,MODUSIK-A FRASCO SOLUCION GOTERO 5 ML 1.0 MG/ML,MODUSIK-A FRASCO SOLUCION GOTERO 5 ML 1.0 MG/ML,736085401530,736085401530,1.00,,,,,,,,,,,,,,,,,,
394,SANDIMMUN NEORAL  FRASCO DE  50 ML EMULSION 100 MG/ML,SANDIMMUN NEORAL  FRASCO DE  50 ML EMULSION 100 MG/ML,7501124810511,7501124810511,1.00,,,,,,,,,,,,,,,,,,
395,WINPAR CAJA CON 60 TABLETAS 75 MG,WINPAR CAJA CON 60 TABLETAS 75 MG,7503004908943,7503004908943,1.00,,,,,,,,,,,,,,,,,,
396,WINPAR CAJA CON 60 TABLETAS 75 MG,VENOXIL CAJA CON 60 TABLETAS 75 MG,7503004908943,785120754254,1.00,,,,,,,,,,,,,,,,,,
397,WINPAR CAJA CON 60 TABLETAS 75 MG,CINARIZINA 60 TABS 75MG       ,7503004908943,7502216796379,1.00,,,,,,,,,,,,,,,,,,
398,PEMIX FRASCO SOLUCION 120 ML 1MG/5ML,PEMIX FRASCO SOLUCION 120 ML 1MG/5ML,7501289501415,7501289501415,1.00,,,,,,,,,,,,,,,,,,
399,ROGASTRIL CAJA CON 25 COMPRIMIDOS 1MG,ROGASTRIL CAJA CON 25 COMPRIMIDOS 1MG,7501300409799,7501300409799,1.00,,,,,,,,,,,,,,,,,,
400,KENZOFLEX FRASCO GOTERO SOLUCION OFTALMICA 3MG/ML 5 ML,KENZOFLEX FRASCO GOTERO SOLUCION OFTALMICA 3MG/ML 5 ML,780083144814,780083144814,1.00,,,,,,,,,,,,,,,,,,
401,KENZOFLEX FRASCO GOTERO SOLUCION OFTALMICA 3MG/ML 5 ML,SOPHIXIN OFT SOL GTS 5ML,780083144814,736085400519,1.00,,,,,,,,,,,,,,,,,,
402,KENZOFLEX FRASCO GOTERO SOLUCION OFTALMICA 3MG/ML 5 ML,CIPROFLOXACINO 3MG SOL 5ML              ,780083144814,7501349027671,1.00,,,,,,,,,,,,,,,,,,
403,INFALIN FRASCO SOLUCION OTICO  10 ML 3MG/ML,INFALIN FRASCO SOLUCION OTICO  10 ML 3MG/ML,7501124180799,7501124180799,1.00,,,,,,,,,,,,,,,,,,
404,INFALIN FRASCO SOLUCION OTICO  10 ML 3MG/ML,OTO ENI SUSP 10ML,7501124180799,7501123013807,1.00,,,,,,,,,,,,,,,,,,
405,CIPROFLOXACINO CAJA CON 14 TABLETAS 500 MG HORMONA,CIPROFLOXACINO CAJA CON 14 TABLETAS 500 MG HORMONA,7501385492273,7501385492273,1.00,,,,,,,,,,,,,,,,,,
406,CIPROFLOXACINO CAJA CON 14 TABLETAS 500 MG HORMONA,CIPROFLOXACINO CAJA CON 8 TABLETAS 500 MG SERRAL,7501385492273,7501258200448,1.00,,,,,,,,,,,,,,,,,,
407,CIPROFLOXACINO CAJA CON 14 TABLETAS 500 MG HORMONA,CIPROFLOXACINO 500MG C/12 TAB,7501385492273,7502261160385,1.00,,,,,,,,,,,,,,,,,,
408,CIPROFLOXACINO CAJA CON 14 TABLETAS 500 MG HORMONA,KENZOFLEX 12 CAPS 500MG     *A,7501385492273,780083140540,1.00,,,,,,,,,,,,,,,,,,
409,CIPROFLOXACINO CAJA CON 14 TABLETAS 500 MG HORMONA,CIPROFLOXACINO 500MG 12 TAB,7501385492273,7501361680274,1.00,,,,,,,,,,,,,,,,,,
410,CIPROFLOXACINO CAJA CON 14 TABLETAS 500 MG HORMONA,CIPROFLOXACINO 500MG C/10 TAB,7501385492273,7503004908806,1.00,,,,,,,,,,,,,,,,,,
411,CIPROFLOXACINO CAJA CON 14 TABLETAS 500 MG HORMONA,FLUXACORD 500MG TAB C14                 ,7501385492273,7506335701306,1.00,,,,,,,,,,,,,,,,,,
412,ANDROCUR CAJA CON 20 TABLETAS 50 MG,ANDROCUR CAJA CON 20 TABLETAS 50 MG,7501303451566,7501303451566,1.00,,,,,,,,,,,,,,,,,,
413,MILEVA CAJA CON 21 COMPRIMIDOS 2 MG /0.035MG,MILEVA CAJA CON 21 COMPRIMIDOS 2 MG /0.035MG,7502003389555,7502003389555,1.00,,,,,,,,,,,,,,,,,,
414,MILEVA CAJA CON 21 COMPRIMIDOS 2 MG /0.035MG,CIPROTERONA/ETINILESTRADIOL CAJA CON 21 GRAGEAS 2 MG /0.035MG SERRAL,7502003389555,7501258208703,1.00,,,,,,,,,,,,,,,,,,
415,MILEVA CAJA CON 21 COMPRIMIDOS 2 MG /0.035MG,DIANE 35MG GRAG C21,7502003389555,7896116861566,1.00,,,,,,,,,,,,,,,,,,
416,MILEVA CAJA CON 21 COMPRIMIDOS 2 MG /0.035MG,MILEVA TAB 21,7502003389555,7502003289555,1.00,,,,,,,,,,,,,,,,,,
417,MILEVA CAJA CON 21 COMPRIMIDOS 2 MG /0.035MG,CIPROTERONA/ETINILESTRADIOL  21 GRAG  2MG/0.035MG SERRAL,7502003389555,7501318620483,1.00,,,,,,,,,,,,,,,,,,
418,MILEVA CAJA CON 21 COMPRIMIDOS 2 MG /0.035MG,MILEVA TAB C21,7502003389555,7502235760214,1.00,,,,,,,,,,,,,,,,,,
419,SOMAZINA CAJA CON 20 COMPRIMIDOS DE 500 MG,SOMAZINA CAJA CON 20 COMPRIMIDOS DE 500 MG,7503007704634,7503007704634,1.00,,,,,,,,,,,,,,,,,,
420,CLINDAMICINA ZAFIRO CAJA CON AMPULA 2ML 300 MG,CLINDAMICINA ZAFIRO CAJA CON AMPULA 2ML 300 MG,7501620350122,7501620350122,1.00,,,,,,,,,,,,,,,,,,
421,CLINDAMICINA ZAFIRO CAJA CON AMPULA 2ML 300 MG,CLINDAMICINA PISA CAJA CON AMPULA 2ML 300 MG,7501620350122,7501125135446,1.00,,,,,,,,,,,,,,,,,,
422,CLINDAMICINA ZAFIRO CAJA CON AMPULA 2ML 300 MG,CLINDAMICINA INY 300MG/2ML AMP,7501620350122,7501349020023,1.00,,,,,,,,,,,,,,,,,,
423,DALACIN C FRASCO SOLUCION GRANULADO P/100 ML 75MG/5ML,DALACIN C FRASCO SOLUCION GRANULADO P/100 ML 75MG/5ML,300090760045,300090760045,1.00,,,,,,,,,,,,,,,,,,
424,DALACIN-V TUBO CREMA 40 G 2%,DALACIN-V TUBO CREMA 40 G 2%,300093448018,300093448018,1.00,,,,,,,,,,,,,,,,,,
425,DALACIN-V TUBO CREMA 40 G 2%,DALATINA-V TUBO CREMA 40 G 2%,300093448018,785118752880,1.00,,,,,,,,,,,,,,,,,,
426,DALACIN-V TUBO CREMA 40 G 2%,DALATINA-V TUBO CREMA 40 G 2%,300093448018,785118752460,1.00,,,,,,,,,,,,,,,,,,
427,LOFFYMIX CAJA 7 OVULOS 100/400 MG,LOFFYMIX CAJA 7 OVULOS 100/400 MG,7502211784272,7502211784272,1.00,,,,,,,,,,,,,,,,,,
428,DALAFAR CAJA CON 16 CAPSULAS 300 MG,DALAFAR CAJA CON 16 CAPSULAS 300 MG,7502223550919,7502223550919,1.00,,,,,,,,,,,,,,,,,,
429,DALAFAR CAJA CON 16 CAPSULAS 300 MG,DESTRALINA CAJA CON 16 CAPSULAS 300 MG,7502223550919,785120754247,1.00,,,,,,,,,,,,,,,,,,
430,DALAFAR CAJA CON 16 CAPSULAS 300 MG,TAMICLIN CAJA CON 16 CAPSULAS 300 MG,7502223550919,7501504020714,1.00,,,,,,,,,,,,,,,,,,
431,DALAFAR CAJA CON 16 CAPSULAS 300 MG,INDACIL 300 MG CAPS 16,7502223550919,7502009740558,1.00,,,,,,,,,,,,,,,,,,
432,DALAFAR CAJA CON 16 CAPSULAS 300 MG,CIGMADIL 16 CAPS 300MG      *A,7502223550919,780083142605,1.00,,,,,,,,,,,,,,,,,,
433,DALAFAR CAJA CON 16 CAPSULAS 300 MG,CLINDAMICINA 16 CAPS 300MG U*A,7502223550919,7502216793132,1.00,,,,,,,,,,,,,,,,,,
434,DALAFAR CAJA CON 16 CAPSULAS 300 MG,CLINDAMICINA 300MG CAP C16              ,7502223550919,7501349020788,1.00,,,,,,,,,,,,,,,,,,
435,CLINDAMICINA AMSA CAJA CON AMPULA 4 ML 600 MG ,CLINDAMICINA AMSA CAJA CON AMPULA 4 ML 600 MG ,7501349021013,7501349021013,1.00,,,,,,,,,,,,,,,,,,
436,CLINDAMICINA AMSA CAJA CON AMPULA 4 ML 600 MG ,BIODACLIN CAJA CON AMPULA 4 ML 600 MG ,7501349021013,7502003380354,1.00,,,,,,,,,,,,,,,,,,
437,CLINDAMICINA AMSA CAJA CON AMPULA 4 ML 600 MG ,CLINDAMICINA INY 600MG/4ML C/5,7501349021013,7501349021044,5.00,,,,,,,,,,,,,,,,,,
438,CLINDAMICINA AMSA CAJA CON AMPULA 4 ML 600 MG ,CLINDAMICINA INY 600MG/4M 1A*A,7501349021013,7502216802865,1.00,,,,,,,,,,,,,,,,,,
439,DALACIN T FRASCO SOLUCION TOPICA 30 ML 1G / 100 ML,DALACIN T FRASCO SOLUCION TOPICA 30 ML 1G / 100 ML,300093116016,300093116016,1.00,,,,,,,,,,,,,,,,,,
440,DALACIN T FRASCO SOLUCION TOPICA 30 ML 1G / 100 ML,CLIDETS SOL 1% 50ML                     ,300093116016,7501390912742,1.00,,,,,,,,,,,,,,,,,,
441,DALACIN T FRASCO SOLUCION TOPICA 30 ML 1G / 100 ML,DALACIN T GEL 30G,300093116016,300093331020,1.00,,,,,,,,,,,,,,,,,,
442,DALATINA TUBO GEL 1G/100 G  30 GR,DALATINA TUBO GEL 1G/100 G  30 GR,785118752415,785118752415,1.00,,,,,,,,,,,,,,,,,,
443,DALATINA TUBO GEL 1G/100 G  30 GR,CLIDETS TUBO GEL 1G/100 G  30 GR,785118752415,7501390912728,1.00,,,,,,,,,,,,,,,,,,
444,TRIGINEX CAJA CON 3 OVULOS 100/80/0.5MG,TRIGINEX CAJA CON 3 OVULOS 100/80/0.5MG,7501871721344,7501871721344,1.00,,,,,,,,,,,,,,,,,,
445,CLIOQUINOL / HIDROCORTISONA SON´S TUBO 20 G CREMA  3/1 G,CLIOQUINOL / HIDROCORTISONA SON´S TUBO 20 G CREMA  3/1 G,7502001164321,7502001164321,1.00,,,,,,,,,,,,,,,,,,
446,CLIOQUINOL / HIDROCORTISONA SON´S TUBO 20 G CREMA  3/1 G,VIOFORMO-CORT TUBO 20 G CREMA  3/1 G,7502001164321,7501094911133,1.00,,,,,,,,,,,,,,,,,,
447,CLIOQUINOL / HIDROCORTISONA SON´S TUBO 20 G CREMA  3/1 G,CLIOQUINOL 3% CRA 20G                   ,7502001164321,7503004908677,1.00,,,,,,,,,,,,,,,,,,
448,SEROPHENE CAJA CON 30 TABLETAS 50 MG,SEROPHENE CAJA CON 30 TABLETAS 50 MG,7730949049817,7730949049817,1.00,,,,,,,,,,,,,,,,,,
449,SEROPHENE CAJA CON 30 TABLETAS 50 MG,OMIFIN 50MG TAB C30,7730949049817,7501061010005,1.00,,,,,,,,,,,,,,,,,,
450,RIVOTRIL CAJA CON 30 COMPRIMIDOS 2 MG,RIVOTRIL CAJA CON 30 COMPRIMIDOS 2 MG,7501009007074,7501009007074,1.00,,,,,,,,,,,,,,,,,,
451,RIVOTRIL CAJA CON 30 COMPRIMIDOS 2 MG,KRIADEX C/30 2 MG *G2*,7501009007074,7501384502065,1.00,,,,,,,,,,,,,,,,,,
452,RIVOTRIL CAJA CON 30 COMPRIMIDOS 2 MG,RIVOTRIL TAB 2 MG C/30,7501009007074,7613326005081,1.00,,,,,,,,,,,,,,,,,,
453,RIVOTRIL FRASCO SOLUCION GOTAS 10 ML 2.5 MG/ML,RIVOTRIL FRASCO SOLUCION GOTAS 10 ML 2.5 MG/ML,7501009007111,7501009007111,1.00,,,,,,,,,,,,,,,,,,
454,RIVOTRIL FRASCO SOLUCION GOTAS 10 ML 2.5 MG/ML,RIVOTRIL FRASCO SOL GOTAS ,7501009007111,7613326005074,1.00,,,,,,,,,,,,,,,,,,
455,CATAPRESAN CAJA CON 30 COMPRIMIDOS  0.100 MG,CATAPRESAN CAJA CON 30 COMPRIMIDOS  0.100 MG,7501037910025,7501037910025,1.00,,,,,,,,,,,,,,,,,,
456,LONIXER  CAJA CON 10 TABLETAS 250MG,LONIXER  CAJA CON 10 TABLETAS 250MG,7501258203586,7501258203586,1.00,,,,,,,,,,,,,,,,,,
457,LONIXER  CAJA CON 10 TABLETAS 250MG,PRESTODOL 250MGC/10,7501258203586,7502003386127,1.00,,,,,,,,,,,,,,,,,,
458,CLOPIDOGREL ULTRA CAJA CON 28 TABLETAS 75 MG,CLOPIDOGREL ULTRA CAJA CON 28 TABLETAS 75 MG,7502216797086,7502216797086,1.00,,,,,,,,,,,,,,,,,,
459,CLOPIDOGREL ULTRA CAJA CON 28 TABLETAS 75 MG,CLOPIDOGREL SERRAL CAJA CON 28 TABLETAS 75 MG,7502216797086,7501258210997,1.00,,,,,,,,,,,,,,,,,,
460,CLOPIDOGREL ULTRA CAJA CON 28 TABLETAS 75 MG,PLAVIX CAJA CON 28 TABLETAS 75 MG,7502216797086,7501328980034,1.00,,,,,,,,,,,,,,,,,,
461,CLOPIDOGREL ULTRA CAJA CON 28 TABLETAS 75 MG,G CLOPIDOGREL 75MG TAB C28,7502216797086,7502209850316,1.00,,,,,,,,,,,,,,,,,,
462,CLOPIDOGREL ULTRA CAJA CON 28 TABLETAS 75 MG,CLOPIDROGEL 75MG C/28 TAB,7502216797086,7502216804784,1.00,,,,,,,,,,,,,,,,,,
463,CLOPIDOGREL ULTRA CAJA CON 28 TABLETAS 75 MG,CLOPIDOGREL 28 TABS 75MG,7502216797086,7501349025677,1.00,,,,,,,,,,,,,,,,,,
464,CLORANFENICOL ALVARTIS FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML,CLORANFENICOL ALVARTIS FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML,7502222840349,7502222840349,1.00,,,,,,,,,,,,,,,,,,
465,CLORANFENICOL ALVARTIS FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML,CLORANFENICOL FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML EXAKTA,7502222840349,7503000997927,1.00,,,,,,,,,,,,,,,,,,
466,CLORANFENICOL ALVARTIS FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML,CLONODIFEN SOL 1MG/ML FCO 5ML,7502222840349,7501471889659,0.33,,,,,,,,,,,,,,,,,,
467,CLORANFENICOL ALVARTIS FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML,CLORAMFENI OFT GTS 15ML,7502222840349,736085039603,1.00,,,,,,,,,,,,,,,,,,
468,CLORANFENICOL ALVARTIS FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML,CLORANFENICOL SOL OFT 15ML,7502222840349,7501349028753,1.00,,,,,,,,,,,,,,,,,,
469,CLORANFENICOL ALVARTIS FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML,FENICOL GTS.OFTAL.10 ML. (CLORANFENICOL),7502222840349,7502004401805,0.50,,,,,,,,,,,,,,,,,,
470,CLORANFENICOL ALVARTIS FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML,SOTAN SOL OFT 15ML           R,7502222840349,7502261160378,1.00,,,,,,,,,,,,,,,,,,
471,CLORANFENICOL ALVARTIS FRASCO SOLUCION GOTAS OFTALMICAS  15 ML 5MG/ML,CLORANFENICOL OFT GTS 15 ML    LGEN,7502222840349,75049645,1.00,,,,,,,,,,,,,,,,,,
